        Lon,        Lat, YearDay, Time,       Satellite, Method of Detect, Ecosys, Fire RadPower
-106.420189,  35.800819, 2022129, 0814,         NOAA 20,         ANALYSIS,     22,      -999.000
-106.418442,  35.803745, 2022129, 0814,         NOAA 20,         ANALYSIS,     22,      -999.000
-106.419312,  35.806087, 2022129, 0814,         NOAA 20,         ANALYSIS,     22,      -999.000
-106.415207,  35.805504, 2022129, 0814,         NOAA 20,         ANALYSIS,     22,      -999.000
-106.419609,  35.817211, 2022129, 0814,         NOAA 20,         ANALYSIS,     22,      -999.000
-106.411407,  35.816628, 2022129, 0814,         NOAA 20,         ANALYSIS,     22,      -999.000
-106.414627,  35.817211, 2022129, 0814,         NOAA 20,         ANALYSIS,     22,      -999.000
-106.418442,  35.813114, 2022129, 0814,         NOAA 20,         ANALYSIS,     22,      -999.000
-106.415207,  35.812527, 2022129, 0814,         NOAA 20,         ANALYSIS,     22,      -999.000
 -71.243271,  18.426331, 2022129, 0542,       SUOMI NPP,            VIIRS,     93,         1.623
 -71.235245,  18.343914, 2022129, 0542,       SUOMI NPP,            VIIRS,     91,        13.985
 -71.235878,  18.338890, 2022129, 0542,       SUOMI NPP,            VIIRS,     91,        13.985
 -71.235786,  18.344439, 2022129, 0542,       SUOMI NPP,            VIIRS,     91,        10.341
 -71.236420,  18.339418, 2022129, 0542,       SUOMI NPP,            VIIRS,     91,        21.715
 -80.021790,  43.058033, 2022129, 0717,       SUOMI NPP,            VIIRS,     25,         3.641
 -88.561722,  42.166924, 2022129, 0717,       SUOMI NPP,            VIIRS,     55,         0.782
 -79.797882,  40.404182, 2022129, 0717,       SUOMI NPP,            VIIRS,      1,         0.526
 -80.705170,  40.250542, 2022129, 0717,       SUOMI NPP,            VIIRS,     25,         0.396
 -78.570213,  38.930553, 2022129, 0717,       SUOMI NPP,            VIIRS,     25,         1.369
 -78.572121,  38.932617, 2022129, 0717,       SUOMI NPP,            VIIRS,     25,         1.644
 -94.309814,  39.623867, 2022129, 0717,       SUOMI NPP,            VIIRS,     55,         0.329
 -77.313904,  37.170742, 2022129, 0717,       SUOMI NPP,            VIIRS,     57,         0.361
 -82.071091,  37.477924, 2022129, 0723,       SUOMI NPP,            VIIRS,     25,         0.792
 -85.239944,  37.415169, 2022129, 0723,       SUOMI NPP,            VIIRS,     57,         2.244
 -79.916771,  36.191177, 2022129, 0723,       SUOMI NPP,            VIIRS,     57,         1.035
 -85.812424,  35.438297, 2022129, 0723,       SUOMI NPP,            VIIRS,     26,         1.788
 -86.190117,  34.501667, 2022129, 0723,       SUOMI NPP,            VIIRS,     57,         2.066
 -90.151741,  34.896267, 2022129, 0723,       SUOMI NPP,            VIIRS,     57,         1.809
 -86.367928,  34.215080, 2022129, 0723,       SUOMI NPP,            VIIRS,     26,         1.718
 -86.365051,  34.216248, 2022129, 0723,       SUOMI NPP,            VIIRS,     26,         1.724
 -85.170410,  33.993908, 2022129, 0723,       SUOMI NPP,            VIIRS,     27,         0.373
 -87.959396,  32.913666, 2022129, 0723,       SUOMI NPP,            VIIRS,     27,         0.717
 -81.508720,  31.911966, 2022129, 0723,       SUOMI NPP,            VIIRS,     27,         0.595
 -81.504143,  31.911142, 2022129, 0723,       SUOMI NPP,            VIIRS,     27,         0.595
 -84.028603,  32.309906, 2022129, 0723,       SUOMI NPP,            VIIRS,     31,         0.265
 -84.338219,  32.012962, 2022129, 0723,       SUOMI NPP,            VIIRS,     27,         0.595
 -84.334175,  32.012321, 2022129, 0723,       SUOMI NPP,            VIIRS,     27,         0.384
 -84.338936,  32.009670, 2022129, 0723,       SUOMI NPP,            VIIRS,     31,         0.595
 -85.287193,  31.729681, 2022129, 0723,       SUOMI NPP,            VIIRS,     94,         0.979
 -83.882889,  31.154982, 2022129, 0723,       SUOMI NPP,            VIIRS,     94,         0.505
 -83.373894,  30.845308, 2022129, 0723,       SUOMI NPP,            VIIRS,     56,         0.221
 -89.088333,  31.574089, 2022129, 0723,       SUOMI NPP,            VIIRS,     27,         0.935
 -81.374527,  29.787064, 2022129, 0723,       SUOMI NPP,            VIIRS,     27,         0.424
 -96.560776,  31.665253, 2022129, 0723,       SUOMI NPP,            VIIRS,     94,         0.686
 -95.704498,  30.607201, 2022129, 0723,       SUOMI NPP,            VIIRS,     31,         1.416
 -95.703308,  30.606129, 2022129, 0723,       SUOMI NPP,            VIIRS,     31,         1.011
 -82.535500,  28.333136, 2022129, 0723,       SUOMI NPP,            VIIRS,     56,         0.556
 -98.881660,  26.223141, 2022129, 0723,       SUOMI NPP,            VIIRS,     41,         0.569
 -99.603844,  25.298710, 2022129, 0723,       SUOMI NPP,            VIIRS,     94,         3.419
 -99.602905,  25.299461, 2022129, 0723,       SUOMI NPP,            VIIRS,     94,         2.800
-100.888817,  25.207668, 2022129, 0723,       SUOMI NPP,            VIIRS,     93,         2.318
-100.882004,  25.207283, 2022129, 0723,       SUOMI NPP,            VIIRS,     93,         2.318
-100.875710,  25.206926, 2022129, 0723,       SUOMI NPP,            VIIRS,     22,         3.012
-100.869682,  25.206583, 2022129, 0723,       SUOMI NPP,            VIIRS,     22,         3.012
-100.863632,  25.206240, 2022129, 0723,       SUOMI NPP,            VIIRS,     22,         3.424
-100.881859,  25.200253, 2022129, 0723,       SUOMI NPP,            VIIRS,     43,         5.265
-100.875702,  25.199905, 2022129, 0723,       SUOMI NPP,            VIIRS,     94,         8.754
-100.869614,  25.199562, 2022129, 0723,       SUOMI NPP,            VIIRS,     94,         8.754
-100.857018,  25.198851, 2022129, 0723,       SUOMI NPP,            VIIRS,     43,         7.021
-100.851151,  25.198519, 2022129, 0723,       SUOMI NPP,            VIIRS,     43,         5.662
-100.888420,  25.200623, 2022129, 0723,       SUOMI NPP,            VIIRS,     43,         5.265
-100.863548,  25.199219, 2022129, 0723,       SUOMI NPP,            VIIRS,     94,         7.021
-100.860069,  25.192005, 2022129, 0723,       SUOMI NPP,            VIIRS,     94,         7.021
-100.853394,  25.191631, 2022129, 0723,       SUOMI NPP,            VIIRS,     43,         5.662
-100.884422,  25.202282, 2022129, 0723,       SUOMI NPP,            VIIRS,     43,         8.455
-100.878311,  25.201900, 2022129, 0723,       SUOMI NPP,            VIIRS,     94,         9.934
-100.872398,  25.201532, 2022129, 0723,       SUOMI NPP,            VIIRS,     94,         9.934
-100.866539,  25.201166, 2022129, 0723,       SUOMI NPP,            VIIRS,     94,        10.586
-100.860580,  25.200796, 2022129, 0723,       SUOMI NPP,            VIIRS,     94,        10.586
-100.854469,  25.200415, 2022129, 0723,       SUOMI NPP,            VIIRS,     43,         7.990
-100.849129,  25.200081, 2022129, 0723,       SUOMI NPP,            VIIRS,     43,         7.990
-100.856087,  25.193502, 2022129, 0723,       SUOMI NPP,            VIIRS,     43,         2.140
-100.850037,  25.193127, 2022129, 0723,       SUOMI NPP,            VIIRS,     43,         2.140
-101.467293,  24.646938, 2022129, 0723,       SUOMI NPP,            VIIRS,     47,         1.485
-101.467537,  24.639740, 2022129, 0723,       SUOMI NPP,            VIIRS,     47,         2.313
-101.480568,  24.633253, 2022129, 0723,       SUOMI NPP,            VIIRS,     47,         2.313
-101.457314,  24.631948, 2022129, 0723,       SUOMI NPP,            VIIRS,     47,         2.246
-101.478256,  24.618687, 2022129, 0723,       SUOMI NPP,            VIIRS,     41,         2.997
-101.467651,  24.618103, 2022129, 0723,       SUOMI NPP,            VIIRS,     41,         2.050
-101.479790,  24.638250, 2022129, 0723,       SUOMI NPP,            VIIRS,     47,         3.339
-101.471703,  24.630531, 2022129, 0723,       SUOMI NPP,            VIIRS,     47,         3.960
-101.458679,  24.629725, 2022129, 0723,       SUOMI NPP,            VIIRS,     41,         2.753
-101.467018,  24.623032, 2022129, 0723,       SUOMI NPP,            VIIRS,     41,         3.623
 -87.838791,  21.442566, 2022129, 0723,       SUOMI NPP,            VIIRS,     31,         0.878
 -87.772148,  20.927547, 2022129, 0723,       SUOMI NPP,            VIIRS,     29,         2.047
 -87.776405,  20.924812, 2022129, 0723,       SUOMI NPP,            VIIRS,     29,         2.047
 -87.772728,  20.924242, 2022129, 0723,       SUOMI NPP,            VIIRS,     29,         2.047
 -89.814621,  20.973669, 2022129, 0723,       SUOMI NPP,            VIIRS,     29,         2.710
 -89.810562,  20.973083, 2022129, 0723,       SUOMI NPP,            VIIRS,     29,         3.597
 -89.806511,  20.972498, 2022129, 0723,       SUOMI NPP,            VIIRS,     33,         3.597
 -89.802452,  20.971912, 2022129, 0723,       SUOMI NPP,            VIIRS,     33,         6.379
 -89.815186,  20.970205, 2022129, 0723,       SUOMI NPP,            VIIRS,     29,         5.674
 -89.811127,  20.969620, 2022129, 0723,       SUOMI NPP,            VIIRS,     29,         5.188
 -89.807068,  20.969034, 2022129, 0723,       SUOMI NPP,            VIIRS,     33,         5.188
 -76.445885,  18.161762, 2022129, 0723,       SUOMI NPP,            VIIRS,     24,         0.840
 -89.567848,  20.373205, 2022129, 0723,       SUOMI NPP,            VIIRS,     92,         0.376
 -90.643631,  19.764765, 2022129, 0723,       SUOMI NPP,            VIIRS,     34,         1.440
 -90.381386,  19.519003, 2022129, 0723,       SUOMI NPP,            VIIRS,     34,         0.720
 -90.381927,  19.515505, 2022129, 0723,       SUOMI NPP,            VIIRS,     34,         0.720
 -90.426285,  19.500355, 2022129, 0723,       SUOMI NPP,            VIIRS,     34,         0.447
 -89.863655,  19.419619, 2022129, 0723,       SUOMI NPP,            VIIRS,     33,         1.152
 -90.358055,  19.454975, 2022129, 0723,       SUOMI NPP,            VIIRS,     34,         1.060
 -90.641579,  19.444702, 2022129, 0723,       SUOMI NPP,            VIIRS,     93,         0.812
 -90.328400,  19.396492, 2022129, 0723,       SUOMI NPP,            VIIRS,     34,         0.848
 -90.328957,  19.393009, 2022129, 0723,       SUOMI NPP,            VIIRS,     34,         0.848
-102.093857,  20.643127, 2022129, 0723,       SUOMI NPP,            VIIRS,     47,         1.078
 -90.307190,  19.347179, 2022129, 0723,       SUOMI NPP,            VIIRS,     92,        27.784
 -90.307747,  19.343697, 2022129, 0723,       SUOMI NPP,            VIIRS,     92,         9.055
 -90.303696,  19.343122, 2022129, 0723,       SUOMI NPP,            VIIRS,     92,         1.096
 -90.423927,  19.312746, 2022129, 0723,       SUOMI NPP,            VIIRS,     41,        14.297
 -90.419830,  19.312157, 2022129, 0723,       SUOMI NPP,            VIIRS,     34,        14.297
 -90.415749,  19.311571, 2022129, 0723,       SUOMI NPP,            VIIRS,     34,         1.223
 -88.627884,  19.025621, 2022129, 0723,       SUOMI NPP,            VIIRS,     29,         9.093
 -88.628456,  19.022303, 2022129, 0723,       SUOMI NPP,            VIIRS,     29,         4.262
 -90.449387,  19.284199, 2022129, 0723,       SUOMI NPP,            VIIRS,     33,         0.877
 -90.449944,  19.280703, 2022129, 0723,       SUOMI NPP,            VIIRS,     33,         0.877
 -88.517509,  18.967852, 2022129, 0723,       SUOMI NPP,            VIIRS,     33,         1.171
 -88.518066,  18.964537, 2022129, 0723,       SUOMI NPP,            VIIRS,     33,         2.723
 -88.533836,  18.780998, 2022129, 0723,       SUOMI NPP,            VIIRS,     33,         2.272
 -88.530182,  18.780436, 2022129, 0723,       SUOMI NPP,            VIIRS,     33,         2.864
 -96.514778,  19.750668, 2022129, 0723,       SUOMI NPP,            VIIRS,     56,         1.196
 -96.512093,  19.750374, 2022129, 0723,       SUOMI NPP,            VIIRS,     56,         1.196
 -96.547836,  19.728466, 2022129, 0723,       SUOMI NPP,            VIIRS,     22,         0.612
 -97.217422,  19.793152, 2022129, 0723,       SUOMI NPP,            VIIRS,     24,         1.441
 -88.488503,  18.449356, 2022129, 0723,       SUOMI NPP,            VIIRS,     33,         2.356
 -96.585831,  19.454744, 2022129, 0723,       SUOMI NPP,            VIIRS,     56,         1.156
 -90.343224,  18.582523, 2022129, 0723,       SUOMI NPP,            VIIRS,     93,         3.612
 -90.341591,  18.584240, 2022129, 0723,       SUOMI NPP,            VIIRS,     93,         3.214
 -97.163086,  19.299767, 2022129, 0723,       SUOMI NPP,            VIIRS,     24,         4.721
 -97.157013,  19.299114, 2022129, 0723,       SUOMI NPP,            VIIRS,     24,         2.425
 -97.211922,  19.299652, 2022129, 0723,       SUOMI NPP,            VIIRS,     24,         1.112
 -90.498413,  18.442034, 2022129, 0723,       SUOMI NPP,            VIIRS,     33,         0.850
 -88.859024,  18.195021, 2022129, 0723,       SUOMI NPP,            VIIRS,     33,         0.670
 -97.105606,  19.245806, 2022129, 0723,       SUOMI NPP,            VIIRS,     29,         1.824
 -97.108360,  19.240788, 2022129, 0723,       SUOMI NPP,            VIIRS,     29,         1.824
 -97.105408,  19.240479, 2022129, 0723,       SUOMI NPP,            VIIRS,     29,         1.824
 -88.778206,  18.141783, 2022129, 0723,       SUOMI NPP,            VIIRS,     41,         2.240
 -88.778755,  18.138466, 2022129, 0723,       SUOMI NPP,            VIIRS,     41,         1.219
 -90.539543,  18.382856, 2022129, 0723,       SUOMI NPP,            VIIRS,     34,         0.736
 -96.859207,  18.912035, 2022129, 0729,       SUOMI NPP,            VIIRS,     47,         0.321
 -90.824219,  18.150612, 2022129, 0729,       SUOMI NPP,            VIIRS,     34,         3.282
 -90.820107,  18.150028, 2022129, 0729,       SUOMI NPP,            VIIRS,     34,         0.772
 -90.797058,  18.074505, 2022129, 0729,       SUOMI NPP,            VIIRS,     27,         2.315
-102.015617,  19.272852, 2022129, 0729,       SUOMI NPP,            VIIRS,     47,        11.641
-102.021797,  19.273336, 2022129, 0729,       SUOMI NPP,            VIIRS,     47,         6.048
-102.016083,  19.265759, 2022129, 0729,       SUOMI NPP,            VIIRS,     47,        11.641
-102.035339,  19.267244, 2022129, 0729,       SUOMI NPP,            VIIRS,     47,         6.048
-102.025398,  19.266478, 2022129, 0729,       SUOMI NPP,            VIIRS,     47,         6.048
-102.030518,  19.259735, 2022129, 0729,       SUOMI NPP,            VIIRS,     47,         3.799
-102.013611,  19.275591, 2022129, 0729,       SUOMI NPP,            VIIRS,     47,         3.177
-102.013817,  19.268478, 2022129, 0729,       SUOMI NPP,            VIIRS,     47,         9.108
-102.029533,  19.269800, 2022129, 0729,       SUOMI NPP,            VIIRS,     47,         5.086
-102.020538,  19.269047, 2022129, 0729,       SUOMI NPP,            VIIRS,     47,         9.108
-102.025932,  19.262363, 2022129, 0729,       SUOMI NPP,            VIIRS,     47,         9.108
 -90.857208,  17.975372, 2022129, 0729,       SUOMI NPP,            VIIRS,     93,         4.113
 -97.175179,  18.759964, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         1.774
 -97.179756,  18.760458, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         2.570
 -90.855316,  17.960728, 2022129, 0729,       SUOMI NPP,            VIIRS,     93,         3.665
 -90.303085,  17.849169, 2022129, 0729,       SUOMI NPP,            VIIRS,     29,         2.775
 -95.852547,  18.548653, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         1.911
 -96.273323,  18.603355, 2022129, 0729,       SUOMI NPP,            VIIRS,     22,         1.371
 -95.854996,  18.549084, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         2.681
 -95.936180,  18.519648, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         2.205
 -96.121979,  18.521307, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         2.446
 -95.542671,  18.397604, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         1.378
 -98.625366,  18.699877, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         2.427
 -98.621483,  18.699484, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         2.583
 -95.817818,  18.336521, 2022129, 0729,       SUOMI NPP,            VIIRS,     93,         4.961
 -95.711670,  18.324537, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         2.894
 -95.819351,  18.336157, 2022129, 0729,       SUOMI NPP,            VIIRS,     93,         4.149
 -95.814003,  18.335514, 2022129, 0729,       SUOMI NPP,            VIIRS,     93,         3.092
 -95.713402,  18.323404, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         2.834
 -95.861176,  18.307247, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         2.834
 -95.835617,  18.294567, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         3.768
 -94.541603,  18.134071, 2022129, 0729,       SUOMI NPP,            VIIRS,     92,         4.799
 -95.896622,  18.287132, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         1.928
 -93.847961,  18.017210, 2022129, 0729,       SUOMI NPP,            VIIRS,     92,         2.328
 -93.280090,  17.944887, 2022129, 0729,       SUOMI NPP,            VIIRS,     92,         2.280
 -93.848557,  18.013054, 2022129, 0729,       SUOMI NPP,            VIIRS,     92,         2.328
 -95.970940,  18.266447, 2022129, 0729,       SUOMI NPP,            VIIRS,     93,         1.613
 -93.837914,  18.003258, 2022129, 0729,       SUOMI NPP,            VIIRS,     92,         1.301
 -95.304283,  18.175631, 2022129, 0729,       SUOMI NPP,            VIIRS,     47,         6.780
 -98.664520,  18.528114, 2022129, 0729,       SUOMI NPP,            VIIRS,     22,         0.818
 -98.660309,  18.527706, 2022129, 0729,       SUOMI NPP,            VIIRS,     22,         0.818
 -98.662140,  18.527365, 2022129, 0729,       SUOMI NPP,            VIIRS,     22,         1.354
 -95.213104,  18.053886, 2022129, 0729,       SUOMI NPP,            VIIRS,     93,         3.661
 -90.809135,  17.479481, 2022129, 0729,       SUOMI NPP,            VIIRS,     33,         2.018
 -95.211601,  18.053144, 2022129, 0729,       SUOMI NPP,            VIIRS,     93,         4.922
 -90.625687,  17.308060, 2022129, 0729,       SUOMI NPP,            VIIRS,     33,         0.542
 -90.026894,  17.212379, 2022129, 0729,       SUOMI NPP,            VIIRS,     31,         1.954
 -90.023651,  17.208424, 2022129, 0729,       SUOMI NPP,            VIIRS,     31,         1.954
 -90.697975,  17.261869, 2022129, 0729,       SUOMI NPP,            VIIRS,     33,         0.553
 -90.888397,  17.278500, 2022129, 0729,       SUOMI NPP,            VIIRS,     93,         0.793
 -90.884354,  17.277924, 2022129, 0729,       SUOMI NPP,            VIIRS,     93,         0.793
 -90.794724,  17.070623, 2022129, 0729,       SUOMI NPP,            VIIRS,     31,         1.105
-101.491058,  18.272781, 2022129, 0729,       SUOMI NPP,            VIIRS,     93,         1.842
 -90.672264,  16.990631, 2022129, 0729,       SUOMI NPP,            VIIRS,     31,         2.221
-101.492844,  18.271326, 2022129, 0729,       SUOMI NPP,            VIIRS,     93,         2.334
 -98.964363,  17.913551, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         1.128
 -98.963585,  17.914221, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         1.459
 -96.156784,  17.586838, 2022129, 0729,       SUOMI NPP,            VIIRS,     33,         1.768
 -96.159012,  17.582205, 2022129, 0729,       SUOMI NPP,            VIIRS,     33,         1.768
 -99.475090,  17.875601, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         1.485
 -99.471588,  17.875265, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         1.485
 -99.474792,  17.869505, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         1.485
 -92.430145,  17.053581, 2022129, 0729,       SUOMI NPP,            VIIRS,     27,         1.022
 -99.470840,  17.885015, 2022129, 0729,       SUOMI NPP,            VIIRS,     47,         2.412
 -99.472778,  17.873070, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         3.952
 -99.476425,  17.873444, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         3.420
 -92.017990,  16.961170, 2022129, 0729,       SUOMI NPP,            VIIRS,     31,         2.190
 -95.930237,  17.457981, 2022129, 0729,       SUOMI NPP,            VIIRS,     56,         0.418
 -93.787094,  17.189535, 2022129, 0729,       SUOMI NPP,            VIIRS,     41,         2.325
-100.722809,  17.938120, 2022129, 0729,       SUOMI NPP,            VIIRS,     43,         3.318
-100.728706,  17.932117, 2022129, 0729,       SUOMI NPP,            VIIRS,     93,        11.624
-100.723022,  17.931595, 2022129, 0729,       SUOMI NPP,            VIIRS,     93,         3.318
